spotify_id,name,artists,album_name,album_release_date,days_in_top50,lyrics
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,"Where I've Been, Isn't Where I'm Going",2024-05-31,345,"[Verse 1]
My baby want a Birkin, she's been tellin' me all night long
Gasoline and groceries, the list goes on and on
This nine-to-five ain't workin', why the hell do I work so hard?
I can't worry 'bout my problems, I can't take 'em when I'm gone, uh

[Pre-Chorus]
One, here comes the two to the three to the four
Tell 'em ""Bring another round,"" we need plenty more
Two-steppin' on the table, she don't need a dance floor
Oh my, good Lord

[Chorus]
Someone pour me up a double shot of whiskey
They know me and Jack Daniеl's got a history
There's a party downtown near 5th Street
Evеrybody at the bar gettin' tipsy

[Post-Chorus]
Everybody at the bar gettin' tipsy
Everybody at the bar gettin' tipsy

[Verse 2]
I've been Boozey since I left
I ain't changin' for a check
Tell my ma I ain't forget (Oh, Lord), I
Woke up drunk at 10 a.m.​
We gon' do this shit again
Tell your girl to bring a friend, oh, Lord

[Pre-Chorus]
One, here comes the two to the three to the four
Tell 'em ""Bring another round,"" we need plenty more
Two-steppin' on the table, she don't need a dance floor
Oh my, good Lord

[Chorus]
Someone pour me up a double shot of whiskey (Double shot of whiskey)
They know me and Jack Daniel's got a history (We go way back)
There's a party downtown near 5th Street
Everybody at the bar gettin' tipsy

[Post-Chorus]
Everybody at the bar gettin' tipsy (At the bar gettin' tipsy)
Everybody at the bar gettin' tipsy

[Bridge]
One, here comes the two to the three to the four
When it's last call and they kick us out the door
It's gettin' kind of late, but the ladies want some more
Oh my, good Lord (Tell 'em drinks on me)

[Chorus]
Someone pour me up a double shot of whiskey (Double shot of whiskey)
They know me and Jack Daniel's got a history (Way back)
There's a party downtown near 5th Street (Come on)
Everybody at the bar gettin' tipsy (Woo-ooh)
Someone pour me up a double shot of whiskey (Double shot of whiskey)
They know me and Jack Daniel's got a history (It's Jack D)
At the bottom of a bottle, don't miss me (Baby, don't miss me)
Everybody at the bar gettin' tipsy (At the bar gettin' tipsy)

[Post-Chorus]
Everybody at the bar gettin' tipsy
Everybody at the bar gettin' tipsy

[Outro]
That's fuckin' messed up, bro, they kicked me out the bar"
2HYFX63wP3otVIvopRS99Z,Houdini,Eminem,Houdini,2024-05-31,42,"[Skit: Paul Rosenberg]
Hey, Em, it's Paul
Uh, I was listening to the album
Good fucking luck, you're on your own

[Intro: Eminem]
Guess who's back, back again?
Shady's back, tell a friend
Guess who's back, guess who's back
Guess who's back, guess who's back
Guess who's back, guess who's back
Guess who's back
(Da-da-da, da, da, da, da, da, da)
(Da-da-da, da, da, da, da)

[Verse 1: Eminem]
Well, look what the stork brung (What?)
Little baby devil with the forked tongue (Ah)
And it's stickin' out, yeah, like a sore thumb (Bleah)
With a forehead that it grew horns from (Look), still a white jerk (It's him!)
Pullin' up in a Chrysler to the cypher (Vroom, beep-beep)
With the Vic's, Percs and a Bud Light shirt
Lyrical technician, an electrician (Yeah, yeah)
Y'all light work (Haha)
And I don't gotta play pretend, it's you I make believe (What?)
And you know I'm here to stay 'cause me (Why?)
If I was to ever take a leave (What?), it would be aspirin to break a feve (Yeah)
If I was to ask for Megan Thee (What?)
Stallion if she would collab with me
Would I really have a shot at a feat? (Ha)
I don't know, but I'm glad to be back, like (Woo)

[Chorus: Eminem]
Abra-abracadabra
(And for my last trick) I'm 'bout to reach in my bag, bruh
Abra-abracadabra
(And for my last trick, poof) Just like that and I'm back, bruh

[Verse 2: Eminem]
Now back in the days of old me
(When) Right around the time I became a dope fiend
Ate some codeine, as a way of coping taste of opiates, case of O.E
​Turned me into smiley face emoji
My shit may not be age appropri—
Ate but I will hit an eight year old in the face with a participation trophy
'Cause I have zero doubts
That this whole world's 'bout to turn into some girl scouts
That censorship bureau's out
To shut me down so when I started this verse
It did start off light-hearted at first
But it feels like I'm targeted
Mind bogglin' how my profit has skyrocketed, look what I pocketed
Yeah, the shit is just like y'all have been light joggin' and I've been running at full speed
And that's why I'm ahead like my noggin, and I'm the fight y'all get in
When you debate who the best but ops I'm white-chalkin' when
I step up to that mic, cock it then
""Oh my God, it's him, not again!""

[Chorus: Eminem]
Abra-abracadabra
(And for my last trick) I'm 'bout to reach in my bag, bruh
Abra-abracadabra
(And for my last trick, poof) Just like that and I'm back, bruh (Break it down)

[Bridge: Eminem]
Sometimes I wonder what the old me'd say
(If what?) If he could see the way shit is today
(Look at this shit, man) He'd probably say that everything is gay
(Like happy) What's my name, what's my name? (Slim Shady)

[Verse 3: Eminem]
So, how many little kids still wanna act like me?
I'm a bigger prick than cacti be
And that's why these words sting, just like you were being attacked by bees
In the coupe leaning back my seat
Bumpin' R. Kelly's favorite group, the black guy (Guy) pees (Pees)
In my Air Max 90's
White T's walkin' parental advisory
My transgender cat's Siamese
Identifies as black, but acts Chinese
Like a motherfuckin' hacky sack I treat the whole world, 'cause I got it at my feet
How can I explain to you?
That even myself, I'm a danger too
I hop on tracks like a kangaroo
And say a few things or two to anger you
But fuck that, if I think that shit, I'ma say that shit
Cancel me what? Okay, that's it, go ahead, Paul, quit
Snake-ass prick, you male crossdresser, fake-ass bitch
And I'll probably get shit for that
(Watch) But you can all suck my dick, in fact
Fuck them, fuck Dre, fuck Jimmy, fuck me, fuck you, fuck my own kids they're brats (Fuck 'em)
They can screw-off, them and you all
You too, Paul, got two balls, big as RuPaul's, what you thought you saw ain't what you saw
'Cause you're never gon' see me
Caught sleepin', see the kidnappin' never did happen
Like Sherri Papini, Harry Houdini, I vanish into the thin air as I'm leaving, like

[Chorus: Eminem]
Abra-abracadabra
(And for my last trick) I'm 'bout to reach in my bag, bruh
Abra-abracadabra
(And for my last trick, poof) Just like that and I'm back, bruh"
1C84d9abZVKWHT2YYpoean,Si No Quieres No,"Luis R Conriquez, Neton Vega",Si No Quieres No,2024-03-10,1,"[Letra de ""Si No Quieres No""]

[Intro: Luis R Conriquez]
¡Tracas, hijo 'e su puta madre!

[Verso 1: Luis R Conriquez & Neton Vega]
A mí si me mandan los Guzmánes, les hago un cagadero en caliente
Aquí no está pelada, yo ando y cuido a los jefes
La paciencia no es lo mío, yo le rezo al diablo y también a la muerte
Nomás unos cuantos saben a mí me gusta la cerveza caliente
Me gustan los carros de velocidad, la neta no hay dos como el Shelby
A la orden de Archivaldo, meneamos todo el que se ponga renuente
Sin tenеr que ir a volar, mi piloto y un Baby por las nubes siemprе
Cuando ando en la calle cargo equipo y a mi compadre chambeando al frente

[Coro: Luis R Conriquez & Neton Vega]
Si no quieres, no, si no quieres, no
Pónganse bien vergas si ando en el sector
El pelo largo y con un relojón
De diamantes finos, si no quieres, no

[Interludio: Luis R Conriquez & Neton Vega]
Échale, compa Netón
¡Tracas, hijo 'e su puta madre!
Y si no quieres, no
Jálese la greña

[Verso 2: Neton Vega & Luis R Conriquez]
Con la sangre fría, los nervios al tiro y fumándome un matagente
Ahí me ven en la capi, siempre bien pendiente
Montado en las laminadas pa' que los tiros pura verga nos entren
Puro comanche bravo, no la piensan dos veces
Y pa' mencionar, siempre ando al millón
Una güera y una prieta, no la jueguen mucho que saco el dragón
Si no es de uva, que sea de coco
Pero que sea lavada, si no quieres, no

[Coro: Neton Vega & Luis R Conriquez]
Si no quieres, no, si no quieres, no
Nos ven en verguiza por el sin control
El pelo largo y en un Cheyennón
Trae los vidrios duros y adentro un tostón"
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,186,"[Intro]
Five, six
Five, six, seven, eight

[Verse 1]
I could be the one or your new addiction
It's all in my head, but I want non-fiction
I don't want the world, but I'll take this city
Who can blame a girl? Call me hot, not pretty

[Refrain]
Baby, do you like this beat?
I made it so you'd dance with me
It's like a hundred ninety-nine degrees
When you're doin' it with me, doin' it with me

[Pre-Chorus]
H-O-T T-O G-O
Snap and clap and touch your toes
Raise your hands, now body roll
Dance it out, you're hot to go
H-O-T T-O G-O
Snap and clap and touch your toes
Raise your hands, now body roll
H-O-T T-O G-O

[Chorus]
H-O-T T-O G-O
You can take me hot to go
H-O-T T-O G-O
You can take me hot to go

[Verse 2]
Well, I woke up alone starin' at my cеilin'
I try not to care, but it hurts my feelings
You don't have to stare, comе here, get with it
No one's touched me there in a damn hot minute

[Refrain]
And baby, don't you like this beat?
I made it so you'd sleep with me
It's like a hundred ninety-nine degrees
When you're doin' it with me, doin' it with me

[Pre-Chorus]
H-O-T T-O G-O
Snap and clap and touch your toes
Raise your hands, now body roll
Dance it out, you're hot to go
H-O-T T-O G-O
Snap and clap and touch your toes
Raise your hands, now body roll
H-O-T T-O G-O

[Chorus]
H-O-T T-O G-O
You can take me hot to go
H-O-T T-O G-O
You can take me hot to go

[Bridge]
What's it take to get your number?
What's it take to bring you home?
Hurry up, it's time for supper
Order up, I'm hot to go
What's it take to get your number?
Hurry up, it's gettin' cold
Hurry up, it's time for supper
Order up, I'm hot to go

[Chorus]
H-O-T T-O G-O
You can take me hot to go (Oh, yeah)
H-O-T T-O G-O
You can take me hot to go (Hot to go)
H-O-T T-O G-O
You can take me hot to go (Oh, yeah)
H-O-T T-O G-O
You can take me hot to go

[Outro]
Whew, it's hot in here, haha
Is anyone else hot?
Woo, you comin' home with me?
Okay, haha, it's hot
I'll call the cab, haha"
5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,MILLION DOLLAR BABY,2024-04-26,180,"[Intro]
Do it, baby, do what I should think
Do it, do it, baby, do what I could think
Do it, do it, baby, do what I should think
Do it, do it, baby, do what I could think
Do it, do it, do it, baby, do what I should think
Do it, baby, do what I could think
Do it, do it, do it, baby, do what I should think
Do it, do it, baby, do what I could think

[Chorus]
I ain't never rep a set, baby (Tsk, tsk)
I ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I wanna make it so badly
I'm a million-dollar baby, don't at me
Yeah, oh, hell no (Yeah, yeah)

[Verse]
You rep my city for so damn long (Ah, ah)
But you still don't notice me, my sound next
VA next (Yeah, yeah), I'm at they neck (Yeah, yeah)
I'm running up a check (Yeah, yeah, yeah, yeah)
She a bad lil' mama, she a diva
No matter what happens, he cannot come between us again
I know we're better than friends (Better than friends)
I took her to 
Queen's Gambit
 (Yeah, yeah), showed around my friends
Tried to pick some energy up, it don't matter
I know you haven't moved on if you tried (Oh, no)
I don't believe it, baby, I know you lied (Oh, no)
All night long, what you mean I changed?
Haven't stayed the same
I've been losing my mind (Ooh)
I said the city is mine (Ooh)

[Chorus]
I ain't never rep a set, baby
Ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I wanna make it so badly
I'm a million-dollar baby, don't at me
I ain't never rep a set, baby
Ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I wanna make it so badly
I'm a million-dollar baby, don't at me (No, no, no)

[Outro]
Hell, hell nah
Yeah, hell, hell no
Hell, hell no
Do it, baby, do what I should think
Do it, do it, baby, do what I could think
Do it, baby, do what I should think
Do it, do it, baby, do what I could think
Hell, hell nah
Yeah, hell, hell nah
Hell, hell nah"
5MPi9e7z46wopyad10R6qx,Close To You,Gracie Abrams,Close To You,2024-06-07,14,"[Intro]
(Close to you)
(Close to you)

[Verse 1]
I don't got a single problem with provocative
See the bodies, how they burn, it's just the way it is
Smoky, dark, crowded room, I need nothing
Under pink light in June (Ah-ah)
I was so cool, but then, all of a sudden
You saw me look at you

[Pre-Chorus]
I burn for you
And you don't even know my name
If you asked me to
I'd give up everything

[Chorus]
To be close to you
Pull the trigger on the gun I gave you when we met
I wanna be close to you
Break my heart and start a fire, you got me overnight
Just let me be

[Post-Chorus]
Close to you, close to you, close to you
(Just let me be) Oh, close to you, close to you, close to you

[Verse 2]
And now your mouth is moving, cinematic timing
You pull me in and touch my neck, and now I'm dying
You should be mine for life, I'll be signing
Every dotted line (Ahh)
Chemical override, ultraviolet
You could be mine tonight

[Pre-Chorus]
And I burn for you
And you don't even know my name
If you asked me to
I'd give you everything

[Chorus]
To be close to you
Pull the trigger on the gun I gave you when we met
I wanna be close to you
Break my heart and start a fire, you got me overnight
Just let me be

[Post-Chorus]
Close to you, close to you, close to you
(Just let me be) Oh, close to you, close to you, close to you

[Bridge]
I burn for you
Mm

[Chorus]
To be close to you
Pull the trigger on the gun I gave you when we met
I wanna be close to you
Break my heart and start a fire, you got me overnight
Just let me be

[Post-Chorus]
Close to you (To you), close to you (To you)
Close to you (To you, just let me be close)
Oh, close to you (Ooh), close to you (To you)
Close to you (Just let me be)
Oh, close to you (Ahh), close to you (Ahh)
Close to you (Just let me be)

[Outro]
Oh, close to you, close to you
Close to you"
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,Please Please Please,2024-06-06,106,"[Verse 1]
I know I have good judgment, I know I have good taste
It's funny and it's ironic that only I feel that way
I promise 'em that you're different and everyone makes mistakes
But just don't
I heard that you're an actor, so act like a stand-up guy
Whatever devil's inside you, don't let him out tonight
I tell them it's just your culture and everyone rolls their eyes
Yeah, I know
All I'm asking, baby

[Chorus]
Please, please, please
Don't prove I'm right
And please, pleasе, please
Don't bring me to tеars when I just did my makeup so nice
Heartbreak is one thing, my ego's another
I beg you, don't embarrass me, motherfucker, oh
Please, please, please (Ah)

[Verse 2]
Well, I have a fun idea, babe (Uh-huh), maybe just stay inside
I know you're cravin' some fresh air, but the ceiling fan is so nice (It's so nice, right?)
And we could live so happily if no one knows that you're with me
I'm just kidding, but really (Kinda), really, really

[Chorus]
Please, please, please (Please don't prove I'm right)
Don't prove I'm right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing (Heartbreak is one thing), my ego's another (Ego's another)
I beg you, don't embarrass me, motherfucker, oh
Please, please, please (Ah)

[Outro]
If you wanna go and be stupid
Don't do it in front of me
If you don't wanna cry to my music
Don't make me hate you prolifically
Please, please, please (Please)
Please, please, please (Please)
Please (Please), please (Please), please
(Ah)"
7iQMm50NNwlUIRWhONZR2k,Wind Up Missin’ You,Tucker Wetmore,Wind Up Missin’ You,2024-03-29,12,"[Verse 1]
I know I might look like
Another ball cap on a bar stool
Underneath a PBR light
Sayin' everything under the moon
To get you into my arms tonight
You probably heard it all a thousand times
But it ain't what it looks like
Girl, let me tell you what it looks like

[Chorus]
You look like waves on a sunset
And you can crash on me all night
You look like wine in a truck bed
A little what I'm doin' for the rest of my life 'cause
You look like I'm done lookin'
But girl the hard truth is
If this night don't turn into two
You look like I'm gonna wind up missin' you

[Verse 2]
I gotta tell you, baby, I've been
The kind of boy your daddy never wanted
You to go and fall in love with
The kinda boys you're probably done with their dumb shit, yeah
I bet you heard the stories and
Can't say I'm proud of that, but
I've turned the page on the old me
And now I ain't lookin' back 'cause

[Chorus]
You look like waves on a sunset
And you can crash on me all night
And you look like wine in a truck bed
A little what I'm doin' for the rest of my life 'cause
You look like I'm done lookin'
But girl the hard truth is
If this night don't turn into two
You look like I'm gonna wind up missin'

[Bridge]
Missin' you in the mornin'
Probably for the next few years
When I look back on it
I'll still see you right here

[Chorus]
You look like waves on a sunset
And you can crash on me all night
And you look like wine in a truck bed
A little what I'm doin' for the rest of my life 'cause
You look like I'm done lookin'
But girl the hard truth is
If this night don't turn into two
You look like I'm gonna wind up missin' you

[Outro]
Wind up missin' you
Wind up missin' you"
0Zm4ZDBtiZCDp69Cxs5TaB,The Man He Sees in Me,Luke Combs,The Man He Sees in Me,2024-06-06,4,"[Verse 1]
He's Spiderman in Walmart boots and a camouflage hat
With a baby blue Zebco that gets hung up every cast
He thinks he’s learning fishing from the man that taught Bill Dance
And I think as I untangle it and put it in his hands

[Chorus]
I hope he never finds out that I didn't hang the moon
And I've never scared a monster out the closet in his room
One day between him leavin’ home and drivin' on my knee
Maybe I'll finally be, the man he sees in me

[Verse 2]
He waves that blanket like the checkered flag pullin' offa the interstate
With a Happy Meal cup held high like I won the big race
When we get home, his mind is blown when I untie his shoes
And he smiles and says, ""Daddy, there ain't nothin' you can't do""

[Chorus]
Well, I hope he never finds out that I didn't hang the moon
And I’ve never scared a monster out the closet of his room
Some day between him leavin’ home and drivin' on my knee
But maybe I’ll finally be, the man he sees in me

[Instrumental]

[Refrain]
Well, I know he's gonna find out that I didn't hang the moon
And there never was a monster in the closet of his room
Some day when he's drivin’ home with his son on his knee
Well, I hope he's tryna be, the man he sees in me

[Outro]
The man he sees in me
The man he sees in me"
73KAidtqbDftZjy8AD0H04,High Road (feat. Jessie Murph),"Koe Wetzel, Jessie Murph",High Road (feat. Jessie Murph),2024-06-07,26,"[Verse 1: Koe Wetzel]
I can tell that you're mad
And I ain't half surprised about that
Since the day that we met
It's always who cuts first and never who bleeds last
Rumors always turn into yelling and fighting
And once it's in your mind, only one way you're driving

[Chorus: Koe Wetzel]
I know, I know
I'ma take the high road, maybe get stoned
Have a little too much of something terrible
I'ma let you cool down while I walk out
You ain't messing me up like the times before
I don't need a ticket to your shit show
Knock yourself out and hit a new low
Well, I'ma take the high road, take the high road, take the high road

[Verse 2: Jessie Murph]
You don't wanna talk about it, boy, that's no surprisе
You come home smelling likе liquor like every other night
If I catch you with her, you gon' catch me with him
You think I don't hear about it, you better think again
You know that rumors always turn into yelling and fighting
And once it's in my mind, only one way I'm driving

[Chorus: Koe Wetzel & Jessie Murph]
You know, I know
I'ma take the high road, maybe get stoned
Have a little too much of something terrible
I'ma let you cool down while I walk out
You ain't messing me up like the times before
I don't need a ticket to your shit show
Knock yourself out and hit a new low
Well, I'ma take the high road, take the high road, take the high road
Whoa, whoa

[Instrumental Break]

[Chorus: Koe Wetzel & Jessie Murph]
I'ma take the high road, maybe get stoned
Have a little too much of something terrible
I'ma let you cool down while I walk out
You ain't messing me up like the times before
And I don't need a ticket to your shit show
Knock yourself out and hit a new low
Well I'ma take the high road, take the high road, take the high road
I'ma take the high road, take the high road, take the high road
Oh, yeah, yeah, mm"
51K4qVFCpF05rJ0OWPiRTr,Purple Gas,"Zach Bryan, Noeline Hofmann",Purple Gas,2024-06-06,1,"[Verse 1: Zach Bryan & Noeline Hofmann]
I've got plates for purple gas
'Bout the only break I catch
But I am not the kind of man
To blame the dealer on a losing hand
Have a lone star in my eye
The darker the sky, the brighter it shines
Pumpjack checks and baler twine
A ton of grit or maybe it's spite

[Chorus: Zach Bryan & Noeline Hofmann, Zach Bryan]
And if I weren't a flatland boy, I'd say I have a hill
A hill that I will die upon if the climb don't get me killed
If there were such heights around here for a guy to lay his pride
Maybe I'd rest before I died if I weren't a flatland boy
If I weren't a flatland boy

[Verse 2: Noeline Hofmann & Zach Bryan]
I hammer down, hair straight back
World blurs past, tell me, how's it that
My horizon line's static?
I guess at least it's a sure bet
Was taught to not throw the first fist
But if you take a hit, finish that son of a bitch
In a life having the upper hand's a myth
Your only fighting chance is too stubborn to quit

[Chorus: Noeline Hofmann & Zach Bryan, Noeline Hofmann, Zach Bryan]
And if I weren't a flatland boy, I'd say I have a hill
A hill that I will die upon if the climb don't get me killed
If there were such heights around here for a guy to lay his pride
Maybe I'd rest before I died if I weren't a flatland boy
If I weren't a flatland boy

[Verse 3: Noeline Hofmann, Zach Bryan, Noeline Hofmann & Zach Bryan]
Retired rail ties, point-nine wire
Neighbor kid on the fencin' pliers
Fargo that turns over fine
At forty below if you cuss it right
A sly thumb of rye sometimes
Keep a bottle hid with the Bio-Mycin
You can dull the edge, you can look ahead
But can't get there, it goes on forever
Oh, it just goes on forever
You keep your head down, it goes on forever

[Outro: Zach Bryan & Noeline Hofmann]
But I've got plates for purple gas
I've got plates for purple gas"
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,FACE,2023-03-24,2,"[지민 ""Like Crazy"" 가사]

[Intro]
(I think we could last forever
I'm afraid that everything will disappear
Just trust me)

[Verse 1]
She's saying
Baby, 생각하지 마
There's not a bad thing here tonight
Baby, 떠나도 좋아
있어 줘 오늘까지만

[Verse 2]
Watch me go
날 적셔 밤새도록 (Away)
아침도
취해서 오지 않게

[Pre-Chorus]
시끄러운 음악 속에
희미해진 나
드라마 같은 뻔한 story
익숙해져 가
네가 알던 나를 찾기엔 멀리 온 걸까?
Yeah, I know
You know, I know (Ooh)

[Chorus]
I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste

[Post-Chorus]
Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
Oh, it's gon' be a good night (Oh, I'm fallin')
Forever, you and I

[Interlude]
Mmm-hmm
Yeah, hey
Mmm-hmm
Ooh-woah
Mmm-hmm
Mmm-hmm
(Forever, you and I)

[Verse 3]
거울 속에 비친 나
하염없이 미쳐가
I'm feelin' so alive, wasting time

[Chorus]
I'd rather be
Lost in the lights
Lost in the lights
I'm outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste

[Post-Chorus]
Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin')
It's gon' be a good night (Oh, I'm fallin')
Forever, you and I

[Outro]
This will break me
This is gonna break me (Break me)
No, don't you wake me (Wake me)
I wanna stay in this dream, don't save me
Don't you try to save me (Save me)
I need a way we (Way we)
I need a way we can dream on (On, on, on)
(Alone again
What's the point?
)"
4MXzdffMz78GLlLM7mDa9v,The Man He Sees in Me,Luke Combs,Fathers & Sons,2024-06-14,5,"[Verse 1]
He's Spiderman in Walmart boots and a camouflage hat
With a baby blue Zebco that gets hung up every cast
He thinks he’s learning fishing from the man that taught Bill Dance
And I think as I untangle it and put it in his hands

[Chorus]
I hope he never finds out that I didn't hang the moon
And I've never scared a monster out the closet in his room
One day between him leavin’ home and drivin' on my knee
Maybe I'll finally be, the man he sees in me

[Verse 2]
He waves that blanket like the checkered flag pullin' offa the interstate
With a Happy Meal cup held high like I won the big race
When we get home, his mind is blown when I untie his shoes
And he smiles and says, ""Daddy, there ain't nothin' you can't do""

[Chorus]
Well, I hope he never finds out that I didn't hang the moon
And I’ve never scared a monster out the closet of his room
Some day between him leavin’ home and drivin' on my knee
But maybe I’ll finally be, the man he sees in me

[Instrumental]

[Refrain]
Well, I know he's gonna find out that I didn't hang the moon
And there never was a monster in the closet of his room
Some day when he's drivin’ home with his son on his knee
Well, I hope he's tryna be, the man he sees in me

[Outro]
The man he sees in me
The man he sees in me"
1d966178PJg6b4kcXqoYF3,The Thin Grey Line,$uicideboy$,New World Depression,2024-06-14,4,"[Intro: BIN5U, 
Big Luh TRX
 & 
Juicy J
]
Back in the house for the '94
(
You did good, $lick
)
(
Throw the Funkytown sign
)
(
Throw the Funkytown sign
)

[Verse 1: Romeo da Black Rose]
I-I-I feel like Princess Peach, rose gold on my Mercedes (Uh)
Rose gold on my bitch, lookin' like her name Mercedes (Yeah, yeah)
I need a ho who down, one who'll ask, ""What up, ladies?"" (What up?)
Switched out the friendly smile with a face that reads, ""Fuck you, pay me"" (
Two to beam up, Scotty
)
Ain't got rabies, I just overdosed off coke and dope, I know they hope I died (Yeah, yeah)
My back is achin' from holdin' the undеrground down ever since wе dropped ""High Tide"" (Yeah, sheesh)
Standin' in my grave like I ain't 5'9 (Grey)
One more minute 'til the hour's done, I'll take my time (Fuck off)
Fake my pride, it's really all about state of mind
Reality reflectin' the state of your nervous system
Listenin' in on your bitchin', it sounds like you belong in the kitchen
I ain't got time (Nah)
$ui-$uicide, made a whole culture that's based on dyin' (Yeah)
Another cult member showed up early just so they could wait in line

[Verse 2: Big Luh TRX]
Wetto in that TRX, higher than the upper deck
The way she suck my dick, I'm rubberneckin' at her rubber neck (Yeah)
Christians holler, ""What the heck?""
I call me to cut my check
Overdosin' off the dope and still ain't feelin' nothin' yet (Okay, okay, okay) (
Two to beam up, Scotty
)
Glock 19 with the red dot beam
Fuck rappin', when I'm shootin', I'm at my best
Police come, take the AK out
Aim that motherfucker straight right at his chest (Brrt)
Talking 'bout killin' got my dick gettin' hard
Smoke got me paranoid, so I smoke some more
When they bury me put the scripts in my jacket
Hoes in my casket, think I need four? (Yeah, yeah)
Oh, oh, oh, walkin' this beat (North)
Face lookin' like ain't nothin' I ain't seen (North, North)
Dogs in my lungs every time that I breathe (North, North)
I'm a fiend for the war, I'ma breed they can't be (North, North)
Say what I mean, lie when I speak (North, North)
If an opp die before we can meet (North, North)
I'll catch them in hell and I'll send him to Heaven (North, North)
Not even his God can fuckin' protect him (North, North)
Got bitches that love me that I don't remember (North, North)
My gang members 'round me in every direction, it's $u— (North, North)

[Outro: Juicy J]
Throw the Funkytown sign"
0PHrcmOtDE89ew4vVEaD7S,BANDIT,Don Toliver,HARDSTONE PSYCHO,2024-06-14,5,"[Pre-Chorus: Don Toliver & Tame Impala]
(
I did it for love
)
Ride the highway, rock the bus (Rock it, rock it)
Why my house look like Army Plus? (Ready up, ready up)
Walk in the strip, she gon' make it bust (Bust it, woo, bust it)

[Chorus]
I do damage (Bust it)
You niggas can't stand it (Bust it)
Psycho bandit (Bust it)
Like it's Marilyn Manson (Bust it)
Got the cash, advance it (Bust it)
Get the Sprite and enhance it (Bust it)
Pull the Wock' out the pantry (Bust it)
Take a sip and I'm dancin' (Bust it)
She pop Perc' like a Plan B (Bust it)
Oh, she lit like a candle
Boot it up in the car seat
Hold a nigga for ransom
Want her back? Better call me (Bust it)
It's whatever, I'm geeked
'Bout to punch at the party (Woo)

[Post-Chorus]
You niggas ain't fly, this shit lookin' dummy (Yeah)
I'm 'bout to get fried, I look likе a mummy (Bust it)
I'm gettin' this cash, it's Monday to Sunday
I guess you won't talk if it ain't 'bout the monеy (Bust it)
My boys in the trap and it jump like a bunny
Got pounds and pills, it ain't nothin' funny
I fuck from the side and I keep that bitch cummin'
If I gotta reach up, I'ma keep that bitch dumpin'

[Verse]
Way I slide in that coupe, boy, I keep that bitch hummin' (Yeah)
We done went, rocked that bitch all the way to the summer (Woo)
Get deep in the pot, get deep like a plumber (Deep)
Why would I keep her? I never will love her (No)
I just went fucked her and gave to my brother (Yeah)
Eat her for dinner or eat her for supper (Yeah)
Why would you keep her, lil' nigga? You sucker
Why would you keep her, lil' nigga? You suck

[Pre-Chorus: Don Toliver & Tame Impala]
(
I did it for love
)
Ride the highway, rock the bus (Rock it, rock it)
Why my house look like Army Plus? (Ready up, ready up)
Walk in the strip, she gon' make it bust (Bust it, bust it)

[Chorus]
I do damage (Bust it)
You niggas can't stand it (Bust it)
Psycho bandit (Bust it)
Like it's Marilyn Manson (Bust it)
Got the cash, advance it (Bust it)
Get the Sprite and enhance it (Bust it)
Pull the Wock' out the pantry

[Post-Chorus]
You niggas ain't fly, this shit lookin' dummy
I'm 'bout to get fried, I look like a mummy
I'm gettin' this cash, it's Monday to Sunday
I guess you won't talk if it ain't 'bout the money
My boys in the trap and it jump like a bunny
Got pounds and pills, it ain't nothin' funny
I fuck from the side and I keep that bitch cummin'
If I gotta reach up, I'ma keep that bitch dumpin'

[Outro]
Ridin', this bitch got a TV, huh?
Belt on that boy like a BB, huh
Hide in the bush, you won't see me, huh
Put you underwater like seaweed, huh
Why lil' nigga wan' be me, huh?
.45 up when I'm creepin', huh
Drive-by shootin' in the demon, huh
Fuck is you sayin'? I'm geekin', huh (Woo)"
